player_id,short_name,long_name,player_positions,overall,potential,age,nationality_name,preferred_foot
188621,A. Meijers,Aaron Meijers,"LB, LM",64,64,37,Netherlands,Left
255703,L. Le Roux,Luke Gareth Le Roux,"CM, CDM",66,71,25,South Africa,Right
272602,V. Carboni,Valentín Carboni,"CAM, ST, RM, CM",72,84,20,Argentina,Left
277211,Franculino,Franculino Gluda Djú,ST,72,81,21,Guinea-Bissau,Left
225251,J. Soltvedt,Joachim Soltvedt,"LB, LM",67,67,29,Norway,Left
197860,Ivo Pinto,Ivo Daniel Ferreira Mendonça Pinto,"RB, RM",69,69,35,Portugal,Right
266728,D. Bîrligea,George Daniel Bîrligea,ST,73,76,25,Romania,Right
261097,A. Costa,Ayrton Enrique Costa,"LB, CB",74,77,25,Argentina,Left
229377,M. Käit,Mattias Käit,"CM, CDM",65,66,27,Estonia,Right
197391,L. Vilsvik,Lars-Christopher Horst Jan Vilsvik,"RB, RM",66,66,36,Norway,Right
212240,K. Karaman,Kenan Karaman,"CAM, ST, CM",73,73,31,Türkiye,Right
205365,J. Kopic,Jan Kopic,"RM, LM, RW",72,72,35,Czechia,Right
233023,F. Gil,Faber Andrés Gil Mosquera,"ST, RW",69,69,30,Colombia,Right
268375,F. Sjøvold,Fredrik Sjøvold,"RB, RW, RM",69,76,21,Norway,Right
256097,Javi López,Javier López Carballo,"LB, LM",73,80,23,Spain,Left
277869,M. Kayode,Michael Olabode Kayode,"RB, RM",73,81,20,Italy,Right
247668,K. N'Dri,Konan Ignace Jocelyn N'Dri,"RM, RW, ST",67,73,24,Côte d'Ivoire,Left
221306,M. Barrios,Michael David Barrios Puerta,"RM, ST, LM, RW",71,71,34,Colombia,Right
254075,L. Suhr,Leandro Suhr Avondet,"RM, ST, RW",67,67,27,Uruguay,Right
259205,N. Ahamada,Naouirou Mohamed Ahamada,"CM, CAM, RM",68,75,23,France,Right
240783,T. Campbell,Tyrese Kai Campbell,ST,72,76,25,England,Left
251281,S. Köhler,Sven Köhler,"CDM, CM, CB",67,67,28,Germany,Right
224921,Adrián Marín,Adrián Marín Gómez,"LB, LM",71,71,28,Spain,Left
270764,Léo Borges,Leonardo Borges da Silva,"CB, LB, LM",69,73,24,Brazil,Left
260014,T. Civeja,Tim Civeja,"CM, CAM",65,71,23,Albania,Right
271541,V. Vanat,Vladyslav VanatВанат Владислав Андрійович,"ST, LW, RW",76,81,23,Ukraine,Left
272566,Á. Csongvai,Áron Csongvai,"CM, CDM",70,76,24,Hungary,Right
268728,A. Salah-Eddine,Anass Salah-Eddine,"LB, LM",71,78,23,Netherlands,Left
227527,Fábio Abreu,Fábio Gonçalves Abreu,ST,74,74,32,Angola,Right
250823,D. Phillips,Daniel Shaquille Jabari Phillips,"CDM, CM, CAM",66,74,24,Trinidad and Tobago,Right
237256,J. Ebobisse,Jeremy Edward Nirina Ebobisse Ebolo,ST,71,71,28,Cameroon,Left
225996,E. Janža,Erik Janža,"LB, LM",69,69,32,Slovenia,Left
251603,K. Piscopo,Kevin Piscopo,"CAM, CM",68,68,27,Italy,Right
251105,D. Joveljić,Dejan JoveljićДејан Јовељић,ST,75,78,25,Serbia,Right
240611,D. Yearwood,Dru Anthony Yearwood,"CDM, CM",66,72,25,England,Right
251373,K. Klefisch,Kai Klefisch,"CDM, CM",71,75,25,Germany,Right
252146,Franquesa,Enric Franquesa Dolz,"LB, LM",72,72,28,Spain,Left
232708,M. Valenzuela,Milton Nahuel Valenzuela,"LB, LM",68,69,26,Argentina,Left
243491,César Gelabert,César Gelabert Piña,"CM, CAM, LM",72,77,24,Spain,Right
70441,A. Luna,Alex Nahuel Luna,"CAM, ST, LM, CM",70,79,21,Argentina,Right
73301,S. Emini,Sefer EminiСефер Емини,CM,66,71,24,North Macedonia,Right
260183,Jair,Jair Tavares da Silva,"CM, CAM, CDM",64,64,30,Brazil,Right
247138,Fran Navarro,Francisco José Navarro Aliaga,ST,74,74,27,Spain,Right
247658,R. Al Hajj,Rami Al Hajjرامي الحاج,"CAM, CM",68,74,23,Sweden,Right
279925,A. Hoxha,Arbër Hoxha,"LW, LM",68,69,26,Albania,Right
266872,F. Gatti,Federico Gatti,CB,80,83,27,Italy,Right
244603,B. Omeragić,Bećir Omeragić,"CB, CDM, CM",74,80,23,Switzerland,Right
261244,K. Jelacic,Keegan Daniel Jelacic,"LM, RM, CM, LW",65,74,22,Australia,Right
270465,B. Bouanani,Badredine Bouananiبدر الدين بوعناني,"RW, CAM, RM",75,82,20,Algeria,Left
231307,M. Poaty,Morgan Paul Poaty,"LB, LM",69,69,27,Congo,Left
245392,G. Botos,Giannis-Fivos BotosΓιάννης-Φοίβος Μπότος,"CAM, RM, CM",69,76,24,Greece,Right
279709,Lucas Beraldo,Lucas Lopes Beraldo,"CB, LB, LM",78,84,21,Brazil,Left
258475,G. Sibilli,Giuseppe Sibilli,"ST, CAM, LW",70,70,28,Italy,Right
81326,A. Markhiev,Adam Markhiev,"CM, CDM",67,74,23,Finland,Right
76469,M. Río,Martín Río,"CM, CDM",70,76,24,Argentina,Right
224956,D. Crowley,Daniel Crowley,"CAM, CM",65,65,27,England,Right
268753,F. Tait,Fabian Tait,"CM, CAM",67,67,32,Italy,Right
220635,T. Conlon,Tom George Sawyer Conlon,CM,61,61,29,England,Left
233442,J. Osei-Tutu,Jordi Martin Emmanuel Osei-Tutu,"RM, LM, RB, RW",66,67,26,England,Right
236518,A. Nordin,Arnaud Dominique Nordin,"RM, LM, ST, RW",73,73,27,France,Left
215785,K. Baldé,Keita Baldé Diao,"ST, CAM",70,70,30,Senegal,Right
253193,Jefferson Encada,Jefferson Anilson Silva Encada,"RB, RM, RW",66,67,27,Guinea-Bissau,Right
199215,A. Gorgon,Alexander Gorgon,"CAM, CM, CDM",64,64,36,Austria,Right
254258,Nilton Varela,Nilton Varela Lopes,"LB, LM",69,76,24,Portugal,Left
260149,M. Solbakken,Markus Solbakken,"CM, CDM, CB",68,72,24,Norway,Right
205630,L. Abecasis,Luciano Andrés Abecasis,"RB, RM, LB, RW",66,66,35,Argentina,Right
229694,Moon Seon Min,Seon-min Moon문선민 蒙善民,"LM, RM, LW",69,69,33,Korea Republic,Right
217160,Peng Xinli,Peng Xinli彭欣力,"CM, CDM, CAM",60,60,33,China PR,Left
267860,V. Gómez,Diego Valentín Gómez,"CB, LB",76,84,22,Argentina,Left
275029,I. Maza,Ibrahim Maza,"CAM, CM",71,84,19,Algeria,Right
276314,R. Belghali,Rafik Belghaliرفيق بلغالي,"RB, CB, RM",66,73,23,Algeria,Right
242548,A. Manzur,Enzo Agustín Manzur,"CM, CDM",68,75,24,Palestine,Right
256127,W. Bøving,William Bøving Wick,"ST, CAM, LM",71,78,22,Denmark,Right
260479,J. McGlynn,Jack Ryan McGlynn,"CM, RM, CDM, RW",71,81,21,United States,Left
233372,B. Merlini,Bautista Merlini,"RM, LM, CAM, RW",71,71,29,Argentina,Right
72137,R. Hachem,Ryad Hachem,"LM, LB, CM",67,67,27,France,Left
262607,K. Karataş,Kazımcan Karataş,"LB, LM",66,70,22,Türkiye,Left
228047,Cao Yongjing,Cao Yongjing曹永竞,"RM, ST, LM, RW",65,65,28,China PR,Right
194769,A. Błąd,Adrian Błąd,"RW, CAM, RM",66,66,34,Poland,Right
263390,C. Doyle,Callum Craig Doyle,"CB, LB, LM",72,80,21,England,Left
253153,S. Sutton,Sam Harry Sutton,"LB, LM",63,71,23,New Zealand,Left
257020,M. Guilavogui,Morgan Guilavogui,"ST, RW, LW, CAM",73,74,27,Guinea,Right
274445,K. Konaté,Karim Konaté,ST,72,85,21,Côte d'Ivoire,Right
231448,R. Nelson,Reiss Luke Nelson,"RM, LM, RW",75,78,25,England,Right
211739,E. Yeşilyurt,Erdoğan Yeşilyurt,"RB, RM, LB",66,66,31,Türkiye,Right
220702,G. Silva,Gastón Alexis Silva Perdomo,"LB, CB, LM",68,68,31,Uruguay,Left
72997,Rodrigo Mora,Rodrigo Mora de Carvalho,"CAM, LW, CM, ST",76,89,18,Portugal,Right
224301,K. Świderski,Karol Grzegorz Świderski,"ST, CAM",73,73,28,Poland,Left
268868,Tiago Gouveia,Tiago Maria Antunes Gouveia,"RM, RW, LM",73,79,24,Portugal,Right
251236,A. Cordea,Andrei Ioan Cordea,"RW, RM, LM",69,69,26,Romania,Left
74862,G. Abbott,George Benedict Abbott,"CM, CDM, CAM",65,78,19,England,Right
79991,K. Spáčil,Karel Spáčil,"CB, LB, LM",71,78,22,Czechia,Left
234875,L. Höler,Lucas Höler,"ST, CAM",73,73,30,Germany,Right
257157,F. Bundgaard,Filip Bundgaard Kristensen,"ST, CAM",67,77,20,Denmark,Left
232843,D. Prokop,Dominik Prokop,"LM, CAM, LW",68,68,28,Austria,Right
268439,T. Collyer,Tobias Christopher Collyer,"CDM, CM",70,78,21,England,Right
238743,H. Wright,Haji Amir Wright,"ST, LM, LW",73,74,27,United States,Right
237994,N. Barrios,Cristian Nahuel Barrios,"LW, CAM, ST, LM",74,74,27,Argentina,Right
263602,B. Nadir,Bilal Nadirبلال نذير,"CM, CAM",71,79,21,Morocco,Left
241842,B. Johnson,Benjamin Anthony Johnson,"RB, RM",72,74,25,England,Right
211395,A. Al Salem,Abdullah Al Salemعبدالله السالم,"ST, CAM, CM",67,67,32,Saudi Arabia,Right
238793,T. Jacobsen,Thore-Andreas Jacobsen,"CDM, CM",67,67,28,Germany,Left
221919,A. Zeneli,Arbër Zeneli,"LW, LM",71,71,30,Kosovo,Right
238303,K. Velde,Kristoffer Velde,"LM, LW",70,71,25,Norway,Right
268771,B. Khoukhi,Boualem Khoukhiبوعلام خوخي,"CB, CDM",71,71,34,Qatar,Right
248587,A. Fică,Alin Răzvan Fică,CM,68,74,24,Romania,Right
255500,Seo Min Woo,Min-woo Seo서민우,"CDM, CM, CB",70,71,27,Korea Republic,Right
223501,A. Spörle,Adrián Marcelo Spörle,"LB, LM",70,70,29,Argentina,Left
252193,R. Ruiz Rodríguez,Ramiro Ruiz Rodríguez,"ST, RM, RW",70,75,25,Argentina,Right
199231,Kim Tae Hwan,Tae-hwan Kim김태환 金泰万,"RB, CB, RM",67,67,35,Korea Republic,Right
225859,M. Niakhaté,Moussa Niakhaté,CB,77,77,29,Senegal,Left
263504,B. Leyes,Bruno Javier Leyes Sosa,"CDM, CM",70,77,23,Argentina,Left
258407,B. Soppy,Beanou-Junior Brandon Deflorent Soppy,"RM, RB, LM, RW",66,72,23,France,Right
234867,D. Arzani,Daniel Arzaniدنیل ارزانی,"RM, LM, RW",68,69,26,Australia,Right
194431,M. Kirkeskov,Mikkel Kirkeskov Andersen,"LB, LM",66,66,33,Denmark,Left
231301,E. Saavedra,Erwin Mario Saavedra Flores,"RB, CM, RM",67,67,29,Bolivia,Right
266400,T. Hume,Trai Hume,"RB, CB",74,79,23,Northern Ireland,Right
261032,J. Hodge,Joseph Shaun Hodge,"CDM, CM, CAM",65,74,22,Republic of Ireland,Right
262062,Metinho,Abemly Meto Silu,"CDM, CM",69,80,22,Brazil,Right
263364,L. Walta,Leo Walta,"CM, CDM, CAM",69,77,22,Finland,Right
231627,U. Sadiq,Umar Sadiq Mesbah,"ST, CAM",77,77,28,Nigeria,Right
277708,Unai Gómez,Unai Gómez Etxebarria,"CAM, CM, LM",73,82,22,Spain,Left
242640,T. Christensen,Tobias Christensen,"CM, CAM, CDM",69,74,25,Norway,Left
270301,Peque,Gerard Fernández Castellano,"CAM, LW, ST, CM",73,82,22,Spain,Right
196318,S. Gürler,Serdar Gürler,"LM, RM, LW",71,71,33,Türkiye,Right
230368,Bernardo Motinho,Bernardo Joshua Mota Damasco,"RB, RM",71,71,29,Brazil,Right
213498,S. Martinsson Ngouali,Serge-Junior Bertil Nicolas Martinsson Ngouali,"CDM, CM",66,66,33,Gabon,Right
224518,T. Ciğerci,Tolcay Ciğerci,"CAM, CM, RW",69,69,30,Türkiye,Left
218887,O. Custodio,Olivier Custodio Da Costa,"CM, CDM, RB, CAM",67,67,30,Switzerland,Right
212232,J. Maclaren,Jamie MacLaren,ST,69,69,31,Australia,Right
262667,L. Herrmann,Luca Valentin Herrmann,"CM, CDM",65,68,26,Germany,Right
210452,D. Tonetto,Diego Rubén Tonetto,"CM, LM, LW",67,67,36,Argentina,Left
176920,M. Torrén,Miguel Ángel Torrén,CB,68,68,36,Argentina,Right
251431,M. Malone,Maurice Maximilian Malone,"ST, CAM",70,74,24,Germany,Left
247336,A. McCalmont,Alfie John McCalmont,"CM, CDM",65,69,25,Northern Ireland,Right
256044,Pedro Amador,Pedro Miguel Santos Amador,"LB, LM",69,72,26,Portugal,Left
230446,Marcinho Paneira,Marcio Alam Paneira Almeida,"CDM, CM, RM",73,73,25,Brazil,Right
230203,Claytinho Branco,Daniel Clayton Branco Julião,"RB, RM",70,70,29,Brazil,Right
204121,J. Brabec,Jakub Brabec,CB,72,72,32,Czechia,Right
269412,V. Țicu,Valentin Constantin Țicu,"LB, LM",66,71,24,Romania,Left
240743,L. Sequeira,Leonardo Exequiel Sequeira,"ST, RM, LM, RW",70,70,30,Argentina,Right
256620,L. Gibbs,Liam Geoffrey Gibbs,"CM, CDM",68,74,22,England,Right
279918,J. Varela,José Pablo Varela Rebollo,"CM, CDM",68,68,37,Uruguay,Right
272753,K. Lopez,Kevin Miguel Ángel López,"CM, CDM, CB",68,77,23,Argentina,Right
224882,A. Ribelin,Anthony Ribelin,"RB, RM",63,63,29,France,Right
189303,Nélson Oliveira,Nélson Miguel Castro Oliveira,ST,71,71,33,Portugal,Right
274559,K. Páez,Ray Kendry Páez Andrade,"CAM, RW, CM",73,85,18,Ecuador,Left
211594,G. Leigh,Gregory Alex Leigh,"LB, LM",68,68,30,Jamaica,Left
262551,S. Þórðarson,Stefán Teitur ThórdarsonStefán Teitur Þórðarson,"CM, CDM, CAM",69,72,26,Iceland,Right
226720,Witi,Witiness Chimoio João Quembo,"LW, RW, LB, LM",68,68,28,Mozambique,Left
238509,É. Youan,Thody Élie Youan,"LM, RM, ST, LW",70,71,26,France,Right
261298,A. Al-Ammari,Amir Al Ammariأمير فؤاد عبود العماري,"CM, CDM",65,65,27,Iraq,Left
229073,J. Dacres-Cogley,Joshua Jacob Dacres-Cogley,"RB, RM",68,68,29,England,Right
74207,K. Nedeljković,Kosta NedeljkovicКоста Недељковић,"RB, RM",72,83,19,Serbia,Right
251633,M. Skóraś,Michał Krzysztof Skóraś,"RM, LM, RW",70,73,25,Poland,Right
230912,P. Ghiglione,Paolo Ghiglione,"RM, RB, RW",69,69,28,Italy,Right
220172,S. Janko,Saidy Janko,"RB, RM",67,67,29,Gambia,Right
262414,André Franco,André Filipe Russo Franco,"RM, CAM, CM, RW",72,72,27,Portugal,Left
251412,S. Weissman,Shon Zalman Weissman,ST,69,69,29,Israel,Right
236836,O. Okwonkwo,Orji Okwonkwo,ST,67,67,27,Nigeria,Right
247335,W. Isidor,Wilson Isidor,ST,72,77,24,France,Right
230193,Carvamelinho,Samuel Thomas Carvalho Melo,"RB, RM",70,70,29,Brazil,Right
271922,D. Degli Innocenti,Duccio Degli Innocenti,"CM, CDM",67,72,22,Italy,Right
269889,U. Ortegoza,Diego Ulises Ortegoza,"CM, CDM, CAM",70,70,28,Argentina,Right
276547,Loide Augusto,Loide António Augusto,"RM, LM, RB, RW",67,70,25,Angola,Right
255098,J. Carabalí,José Joel Carabalí Prado,"LB, LM",70,70,28,Ecuador,Left
271741,P. Mercado,Patrik Kleiver Mercado Altamirano,"CM, CAM, CDM",70,81,21,Ecuador,Right
214661,G. Iñiguez,Gaspar Emmanuel Iñíguez,"CM, CDM",66,66,31,Argentina,Right
212879,S. Michel,Sven Michel,"ST, LW, CAM",69,69,34,Germany,Left
72849,M. Francesconi,Matteo Francesconi,CM,63,72,21,Italy,Right
246681,I. El Mizouni,Idris El Mizouniادريس الميزوني,"CM, CDM, CAM",68,72,24,Tunisia,Right
262311,B. van Rooij,Bart van Rooij,RB,74,78,24,Netherlands,Right
234927,R. Edwards,Raheem Nathaniel Anfernee Edwards,"LM, LB",66,66,29,Canada,Left
252083,Douglas Aurélio,Douglas Aurélio,"ST, RW, RM, CAM",67,70,26,Brazil,Left
267446,D. Kasius,Denso Kasius,"RB, RM",70,78,22,Netherlands,Right
260290,M. Pieringer,Marvin Pieringer,"ST, CAM",75,76,25,Germany,Right
256199,A. Valencia,Anthony Lenín Valencia Bajaña,"RM, RW",67,77,21,Ecuador,Left
256970,A. Karabec,Adam Karabec,"CAM, RM, CM",71,78,21,Czechia,Left
230607,Y. Deichmann,Yannick Deichmann,"RM, RB",65,65,30,Germany,Right
230367,Tony Muttinho,Tony Josimar Mutto Abrão,"RB, RM",72,72,29,Brazil,Right
244464,E. Castillo,Eryc Leonel Castillo Arroyo,"LM, LW, RM",70,70,30,Ecuador,Right
224508,L. Mancuso,Leonardo Mancuso,"CAM, ST, CM",69,69,33,Italy,Right
270084,M. Dorval,Mehdi Emile Dorval,"LB, LM",71,76,24,Algeria,Right
270086,António Silva,António João Pereira de Albuquerque Tavares da Silva,CB,78,86,21,Portugal,Right
257286,H. Rorig,Henry Rorig,"RB, RM",64,68,25,Germany,Right
210450,A. Touré,Abdoulaye Touré,"CDM, CM",75,75,31,Guinea,Right
230456,Claudinho Vair,Claudiano Vair Paes Neto,"RW, RM",73,73,33,Brazil,Right
231485,A. Tuanzebe,Axel Tuanzebe,"RB, CB",73,74,27,Congo DR,Right
258880,K. Tsunemoto,Keigo Tsunemoto常本 佳吾,"RB, RM",71,74,26,Japan,Right
73288,D. Zukić,Dejan ZukićДејан Зукић,"CAM, CM",72,75,24,Serbia,Right
228174,C. Carter-Vickers,Cameron Robert Carter-Vickers,CB,79,82,27,United States,Right
75343,J. Tobio Burgos,Joaquín Tobio Burgos,"LM, CAM, LW",71,81,20,Argentina,Left
260943,J. Casimir,Josué Casimir,"RM, ST, RW",71,76,23,France,Right
263518,A. Sández,Gonzalo Agustín Sández,"LB, LM",73,79,24,Paraguay,Left
235619,M. Edwards,Marcus Edwards,"RM, RW",76,77,26,England,Left
258679,D. Kruse,David Kjær Kruse,"CM, CDM",67,74,23,Denmark,Right
216698,M. García,Ariel Matías García,"LM, CM, LW",68,68,33,Argentina,Left
227706,J. Hromada,Jakub Hromada,"CDM, CM",65,65,29,Slovakia,Right
253822,S. Assís,Alberto Sebastián Assís Silva,"CDM, CM",69,69,32,Uruguay,Right
243849,P. Maghoma,Edmond-Paris Maghoma,"CM, CDM",66,72,24,England,Right
237198,A. Leautey,Antoine Léautey,"RM, LM, RW",71,71,29,France,Right
275343,B. Rodríguez,Baltasar Luis Gallego Rodríguez,"CM, CAM, LW",70,79,21,Argentina,Right
237715,P. Cutrone,Patrick Cutrone,ST,75,75,27,Italy,Right
242325,M. Edjouma,Malcom Sylas Edjouma Laouariمالكوم سيلاس ادجوما اللواري,"CM, CDM, CAM",63,63,28,Morocco,Right
158625,Dante,Dante Bonfim da Costa Santos,CB,78,78,41,Brazil,Left
235949,Gabriel Strefezza,Gabriel Tadeu Strefezza Rebelato,"RM, LM, RW",78,78,28,Brazil,Right
216497,M. Philipp,Maximilian Marcus Philipp,"ST, CAM",69,69,31,Germany,Right
236474,M. Bundu,Mustapha Bundu Shong Hames,"RM, ST, CAM, RW",69,69,28,Sierra Leone,Right
231108,S. Hefti,Silvan Hefti,"RB, RM",69,69,27,Switzerland,Right
234970,D. Terans,Miguel David Terans Pérez,"CAM, ST",72,72,30,Uruguay,Left
79331,F. Wessig,Fabian Wessig,"CM, CAM",64,71,22,Germany,Left
198628,M. Hoyos,Michael Ryan Hoyos,ST,67,67,33,Argentina,Right
264173,Iván Romero,Iván Romero de Ávila Araque,"ST, RM, LM, CAM",71,78,24,Spain,Right
236810,Quiles,Alberto Quiles Piosa,"ST, RM, RW",73,73,30,Spain,Right
176930,M. Díaz,Marcelo Alfonso Díaz Rojas,"CDM, CM",71,71,38,Chile,Right
229184,T. Baack,Tom Baack,"CM, CDM",68,71,26,Germany,Right
230212,Zervandro,A. Zervandro Chiamuloira Paes,"CB, LB",78,78,25,Brazil,Left
272453,Pablo Durán,Pablo Durán Fernández,"ST, LM, CAM",74,78,24,Spain,Right
183632,R. Tesche,Robert Tesche,"CDM, CM",65,65,38,Germany,Right
261456,S. Kartum,Sander Erik Kartum,"CM, CDM, CAM",66,66,29,Norway,Left
237138,Y. Maziz,Youssef Maziz,"CAM, CM",72,72,27,France,Right
276066,D. Marczuk,Dominik Marczuk,"RM, RW",70,79,21,Poland,Right
245097,F. Becker,Finn Ole Becker,"CM, CDM",72,75,25,Germany,Left
260977,F. Al Ghamdi,Faisal Abdulrahman Saeed Al Marq Al Ghamdiفيصل الغامدي,"CDM, CM",68,75,23,Saudi Arabia,Right
256119,E. Zuelli,Emanuele Zuelli,"CM, CDM",66,73,23,Italy,Right
236413,S. Kulenović,Sandro Kulenović,ST,69,72,25,Croatia,Right
224661,A. Borgmann,Axel Borgmann,"CM, LB, LM",65,65,30,Germany,Left
273577,J. Valiente,Joaquín Valiente Cioli,"CAM, CM, LW",68,75,24,Uruguay,Left
208812,M. Benning,Malvind Singh Benning,"LB, LM",65,65,31,England,Left
228781,W. Collar,William Guy Collar,"CM, CAM, RW",65,65,28,England,Right
245685,O. Valakari,Onni Johannes Simonpoika Valakari,"ST, CAM",66,69,25,Finland,Left
224213,T. Ebuehi,Tyronne Efe Ebuehi,"RB, RM",71,71,29,Nigeria,Right
263133,Antoniu Roca,Antoniu Roca Vives,"RM, LM, RW",73,80,22,Spain,Right
205548,N. Bellomo,Nicola Bellomo,"CM, CAM",67,67,34,Italy,Right
255468,Iván Morante,Iván Morante Ruiz,"CDM, CM",68,77,24,Spain,Left
242418,T. Lamptey,Tariq Kwame Nii-Lante Lamptey,"RB, LB, RM",73,76,24,Ghana,Right
270077,K. Koulierakis,Konstantinos KoulierakisΚωνσταντίνος Κουλιεράκης,CB,77,86,21,Greece,Left
275462,C. Cabellos,Jeffrey Catriel Cabellos Vásquez,"CM, RM",68,76,20,Peru,Right
230443,Ansel Barni,Anselmo Túlio Marques Barni,"CDM, CM, RM",70,70,25,Brazil,Right
224049,N. Breitenbruch,Néstor Adriel Breitenbruch,CB,70,70,29,Argentina,Right
224305,Iván Calero,Iván Calero Ruiz,"RB, LB, RM",66,66,30,Spain,Right
275763,K. Spence,Kian Spence,"CM, CAM",64,68,24,England,Right
189250,S. Rondón,José Salomón Rondón Giménez,ST,74,74,35,Venezuela,Right
69967,Isaac Romero,Isaac Romero Bernal,"ST, LW, RW, LM",74,79,25,Spain,Left
273748,J. Panichelli,Joaquín Panichelli,ST,74,83,22,Argentina,Right
251497,O. Diakité,Ousmane Diakité,"CDM, CM",68,74,24,Mali,Right
269935,G. Piñeiro,Gonzalo Agustín Piñeiro,"CAM, CM",65,68,24,Argentina,Right
243315,Dani Gómez,Daniel Gómez Alcón,ST,70,71,26,Spain,Right
254585,J. Palacios,Julián Eduardo Palacios,"RM, CM, LM, RW",69,69,26,Argentina,Right
261769,A. Quirós,Aarón Facundo Quirós,"CB, LB, LM",70,76,23,Argentina,Left
278159,R. Safuri,Ramzi Safouri,"CAM, CM",70,70,29,Israel,Right
233874,A. Ioniță,Alexandru Cornel Ioniță,"CAM, CM, LW",70,70,30,Romania,Left
190362,T. Pukki,Teemu Eino Antero Pukki,ST,71,71,35,Finland,Right
230812,A. Pattison,Alexander Antony Pattison,"CM, RM, CAM",62,62,27,England,Right
251560,B. Mitchell,Billy James Mitchell,"CM, CDM",68,73,24,England,Right
256170,S. Renel,Samuel Renel,"CM, CDM",65,72,23,France,Right
193713,Qian Jiegei,Alexander N'Doumbou钱杰给·阿里桑特·恩杜布,"CDM, CM",63,63,33,China PR,Right
232119,Ç. Söyüncü,Çağlar Söyüncü,CB,77,78,29,Türkiye,Right
234941,C. Pring,Cameron Lewis Moir-Pring,"LB, LM, CB",70,71,27,England,Left
255700,A. Timossi Andersson,Alex Emilio Timossi Andersson,"RB, RM",65,71,24,Sweden,Right
206558,J. Roberts,Jordan Stephen Roberts,"RM, CAM, LM, RW",65,65,31,England,Left
276969,L. Avdullahu,Leon Avdullahu,"CDM, CM, CB",70,79,21,Kosovo,Right
255738,W. Younoussa,Wilitty Younoussa,"CM, CDM, CAM",67,73,23,Cameroon,Right
232710,Andrigo,Andrigo Oliveira de Araújo,"RW, LW, CM, RM",66,66,30,Brazil,Right
80911,Patati,Weslley Pinto Batista,"RM, LM, RW",72,83,21,Brazil,Left
246816,E. Sylvestre,Eddy Sylvestre Negadi,"CM, RM, CAM",65,68,25,France,Left
272421,D. Romero,Diego Romero Lanz,"LB, LM",66,69,25,Uruguay,Left
258608,O. Bukari,Osman Bukari,"RW, ST, RM",72,73,26,Ghana,Right
241981,Nanu,Eulânio Ângelo Chipela Gomes,"RB, RM, LM",66,66,31,Guinea-Bissau,Right
240963,J. García,Juan Manuel García,ST,71,71,32,Argentina,Right
74317,Izeta,Urko Iruretagoiena Lertxundi,"ST, LW, LM",71,75,25,Spain,Right
252254,L. Lukačević,Leonardo Lukačević,"LM, LB",65,66,26,Austria,Left
73316,J. Vertrouwd,Jozhua Tomayo Vertrouwd,"CB, LB, LM",67,78,20,Netherlands,Left
257896,N. Patterson,Nathan Kenneth Patterson,"RB, RM",71,76,23,Scotland,Right
72817,C. Mora,Carlos Andrei Mora Montoya,"RB, RM, LM",68,71,24,Costa Rica,Right
278928,Álex Jiménez,Alejandro Jiménez Sánchez,"RB, LB, RM",71,80,20,Spain,Right
79015,A. Capelli,Alessandro Capelli,"RM, RW",66,66,28,Italy,Right
210603,Y. Al Shahrani,Yasser Gharsan Saeed Al Mohammadi Al Shahraniياسر غرسان الشهراني,"LB, RB, LM",66,66,33,Saudi Arabia,Right
228783,A. Lajami,Ali Mohammed Ali Lajamiعلي محمد لاجامي,CB,70,71,29,Saudi Arabia,Right
212401,S. Moreira,Steven Moreira,"CB, RB",72,72,30,Cabo Verde,Right
247985,L. Dumitriu,Lucian Mihai Dumitriu,"LB, CM, LM",64,64,32,Romania,Right
230346,Jadsinho Mei,Jadson José Meireles Correia,"CDM, CM",77,77,29,Brazil,Right
220620,F. Hadergjonaj,Florent Hadërgjonaj,"RB, RM",69,69,30,Kosovo,Right
230357,Kaio Aldair,Kaio Jesus Aldair Porto,"RB, RM",68,68,29,Brazil,Right
259569,M. John,Marco John,"LM, LB",68,73,23,Germany,Left
221428,D. Kun,Dominik Kun,"CM, CDM, CAM",65,65,32,Poland,Right
206089,C. McGeehan,Cameron Alexander McGeehan,"CAM, CM, RW",63,63,30,Northern Ireland,Right
199435,P. Barrios,Pier Miqueas Barrios,CB,72,72,35,Argentina,Right
252960,I. Jansson,Isak Jansson,"LW, ST, CAM, LM",71,78,23,Sweden,Right
73002,F. Schmahl,Julius Frederik Schmahl,"CM, CDM, CB",67,74,22,Germany,Right
233265,R. Oudin,Rémi Oudin,"RW, RM, CAM",69,69,28,France,Left
265788,Z. Iqbal,Zidane Iqbal,"CDM, CM, CB",68,78,22,Iraq,Right
246844,Carlos Neva,Carlos Neva Tey,"LB, LM",71,71,29,Spain,Left
263230,M. Osmajić,Milutin OsmajićМилутин Осмајић,ST,70,73,25,Montenegro,Right
237385,I. Harkes,Ian Andrew Harkes,"CM, CDM, CB",65,65,30,United States,Right
242764,H. Ishige,Hideki Ishige石毛 秀樹,"ST, RM, LM, CAM",63,63,30,Japan,Right
277594,Óscar Aranda,Óscar Aranda Subiela,"LM, ST, RM, LW",74,83,23,Spain,Right
236634,H. Stenevik,Halldor Østervold Stenevik,"RB, RM, RW",67,70,25,Norway,Right
276070,T. Devlin,Terry Devlin,"RB, RM, CM, RW",67,76,21,Northern Ireland,Right
